O*NET-SOC Code,Title,Attribute Type,Element ID,Element Name,Scale Name,Data Value
21-1015.00,Rehabilitation Counselors,Work Values,1.B.2.c,Recognition,Extent,4.0
21-1015.00,Rehabilitation Counselors,Work Values,1.B.2.d,Relationships,Extent,6.0
21-1015.00,Rehabilitation Counselors,Work Values,1.B.2.e,Support,Extent,4.67
21-1015.00,Rehabilitation Counselors,Work Values,1.B.2.f,Independence,Extent,4.0
21-1015.00,Rehabilitation Counselors,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-1015.00,Rehabilitation Counselors,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
21-1015.00,Rehabilitation Counselors,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,5.0
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.a,Achievement,Extent,6.0
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.b,Working Conditions,Extent,5.0
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.c,Recognition,Extent,3.67
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.d,Relationships,Extent,6.67
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.e,Support,Extent,4.67
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.f,Independence,Extent,5.33
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
21-1021.00,"Child, Family, and School Social Workers",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.a,Achievement,Extent,5.67
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.b,Working Conditions,Extent,5.33
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.c,Recognition,Extent,4.33
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.d,Relationships,Extent,6.67
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.e,Support,Extent,4.67
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.f,Independence,Extent,5.67
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
21-1022.00,Healthcare Social Workers,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.a,Achievement,Extent,6.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.b,Working Conditions,Extent,4.33
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.c,Recognition,Extent,4.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.d,Relationships,Extent,6.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.e,Support,Extent,4.67
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.f,Independence,Extent,5.33
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
21-1023.00,Mental Health and Substance Abuse Social Workers,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
21-1091.00,Health Education Specialists,Work Values,1.B.2.a,Achievement,Extent,5.0
21-1091.00,Health Education Specialists,Work Values,1.B.2.b,Working Conditions,Extent,4.67
21-1091.00,Health Education Specialists,Work Values,1.B.2.c,Recognition,Extent,4.0
21-1091.00,Health Education Specialists,Work Values,1.B.2.d,Relationships,Extent,7.0
21-1091.00,Health Education Specialists,Work Values,1.B.2.e,Support,Extent,2.33
21-1091.00,Health Education Specialists,Work Values,1.B.2.f,Independence,Extent,5.33
21-1091.00,Health Education Specialists,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-1091.00,Health Education Specialists,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
21-1091.00,Health Education Specialists,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,1.0
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.a,Achievement,Extent,4.0
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.b,Working Conditions,Extent,4.67
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.c,Recognition,Extent,3.67
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.d,Relationships,Extent,5.33
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.e,Support,Extent,6.0
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.f,Independence,Extent,3.67
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,5.0
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,4.0
21-1092.00,Probation Officers and Correctional Treatment Specialists,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,2.0
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.a,Achievement,Extent,3.67
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.b,Working Conditions,Extent,3.5
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.c,Recognition,Extent,3.33
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.d,Relationships,Extent,6.0
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.e,Support,Extent,5.0
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.f,Independence,Extent,4.0
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,5.0
21-1093.00,Social and Human Service Assistants,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
21-1094.00,Community Health Workers,Work Values,1.B.2.a,Achievement,Extent,6.0
21-1094.00,Community Health Workers,Work Values,1.B.2.b,Working Conditions,Extent,4.5
21-1094.00,Community Health Workers,Work Values,1.B.2.c,Recognition,Extent,4.33
21-1094.00,Community Health Workers,Work Values,1.B.2.d,Relationships,Extent,7.0
21-1094.00,Community Health Workers,Work Values,1.B.2.e,Support,Extent,4.33
21-1094.00,Community Health Workers,Work Values,1.B.2.f,Independence,Extent,6.0
21-1094.00,Community Health Workers,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-1094.00,Community Health Workers,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
21-1094.00,Community Health Workers,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
21-2011.00,Clergy,Work Values,1.B.2.a,Achievement,Extent,6.67
21-2011.00,Clergy,Work Values,1.B.2.b,Working Conditions,Extent,5.0
21-2011.00,Clergy,Work Values,1.B.2.c,Recognition,Extent,5.33
21-2011.00,Clergy,Work Values,1.B.2.d,Relationships,Extent,6.33
21-2011.00,Clergy,Work Values,1.B.2.e,Support,Extent,3.33
21-2011.00,Clergy,Work Values,1.B.2.f,Independence,Extent,6.33
21-2011.00,Clergy,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
21-2011.00,Clergy,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,4.0
21-2011.00,Clergy,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.a,Achievement,Extent,5.67
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.b,Working Conditions,Extent,5.0
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.c,Recognition,Extent,3.67
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.d,Relationships,Extent,7.0
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.e,Support,Extent,3.67
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.f,Independence,Extent,5.33
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
21-2021.00,"Directors, Religious Activities and Education",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
23-1011.00,Lawyers,Work Values,1.B.2.a,Achievement,Extent,6.0
23-1011.00,Lawyers,Work Values,1.B.2.b,Working Conditions,Extent,6.0
23-1011.00,Lawyers,Work Values,1.B.2.c,Recognition,Extent,6.33
23-1011.00,Lawyers,Work Values,1.B.2.d,Relationships,Extent,4.0
23-1011.00,Lawyers,Work Values,1.B.2.e,Support,Extent,4.33
23-1011.00,Lawyers,Work Values,1.B.2.f,Independence,Extent,6.0
23-1011.00,Lawyers,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,3.0
23-1011.00,Lawyers,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
23-1011.00,Lawyers,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.a,Achievement,Extent,5.0
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.b,Working Conditions,Extent,4.33
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.c,Recognition,Extent,3.67
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.d,Relationships,Extent,3.67
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.e,Support,Extent,4.33
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.f,Independence,Extent,3.0
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,2.0
23-1012.00,Judicial Law Clerks,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,5.0
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.a,Achievement,Extent,5.67
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.b,Working Conditions,Extent,5.5
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.c,Recognition,Extent,5.67
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.d,Relationships,Extent,4.67
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.e,Support,Extent,4.33
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.f,Independence,Extent,5.33
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,3.0
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,2.0
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.a,Achievement,Extent,5.33
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.b,Working Conditions,Extent,4.5
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.c,Recognition,Extent,5.0
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.d,Relationships,Extent,6.33
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.e,Support,Extent,3.33
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.f,Independence,Extent,5.33
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
23-1022.00,"Arbitrators, Mediators, and Conciliators",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.a,Achievement,Extent,6.33
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.b,Working Conditions,Extent,6.33
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.c,Recognition,Extent,6.33
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.d,Relationships,Extent,6.67
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.e,Support,Extent,4.33
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.f,Independence,Extent,7.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,6.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,4.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,1.0
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.a,Achievement,Extent,4.0
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.b,Working Conditions,Extent,4.33
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.c,Recognition,Extent,3.67
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.d,Relationships,Extent,5.0
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.e,Support,Extent,4.33
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.f,Independence,Extent,3.0
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,4.0
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,5.0
23-2011.00,Paralegals and Legal Assistants,Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,2.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.a,Achievement,Extent,4.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.b,Working Conditions,Extent,4.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.c,Recognition,Extent,2.67
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.d,Relationships,Extent,3.67
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.e,Support,Extent,5.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.f,Independence,Extent,4.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,5.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,2.0
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,5.67
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.0
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.33
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,5.33
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,2.67
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
25-1011.00,"Business Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,3.0
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,5.33
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.17
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.0
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.67
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,3.33
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.33
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
25-1021.00,"Computer Science Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,2.0
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,6.0
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,4.83
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.33
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.67
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,2.67
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
25-1022.00,"Mathematical Science Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,3.0
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,6.0
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.33
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.33
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,5.67
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,2.67
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
25-1031.00,"Architecture Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,4.0
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,5.67
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.17
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.67
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.33
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,2.33
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
25-1032.00,"Engineering Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,3.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,5.67
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,6.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.67
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,5.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,3.67
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,2.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,5.67
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.83
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.67
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,5.0
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,3.67
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,2.0
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
25-1042.00,"Biological Science Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,5.33
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.5
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,3.33
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.33
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,2.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,1.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,6.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.33
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.33
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,2.67
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,3.0
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,6.0
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.83
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.33
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.67
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,3.33
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.67
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,2.0
25-1052.00,"Chemistry Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,6.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,6.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.17
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.33
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,2.67
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.33
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,6.0
25-1053.00,"Environmental Science Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,3.0
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,5.67
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,5.67
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.67
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.d,Relationships,Extent,4.67
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.e,Support,Extent,3.67
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.f,Independence,Extent,5.33
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.g,First Work Value High-Point,Work Value High-Point,1.0
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.h,Second Work Value High-Point,Work Value High-Point,3.0
25-1054.00,"Physics Teachers, Postsecondary",Work Values,1.B.2.i,Third Work Value High-Point,Work Value High-Point,2.0
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Work Values,1.B.2.a,Achievement,Extent,6.0
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Work Values,1.B.2.b,Working Conditions,Extent,6.17
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",Work Values,1.B.2.c,Recognition,Extent,5.33
