O*NET-SOC Code,Title,Attribute Type,Element ID,Element Name,Scale Name,Data Value
19-2043.00,Hydrologists,Interest,1.B.1.b,Investigative,Occupational Interests,6.53
19-2043.00,Hydrologists,Interest,1.B.1.c,Artistic,Occupational Interests,1.86
19-2043.00,Hydrologists,Interest,1.B.1.d,Social,Occupational Interests,2.16
19-2043.00,Hydrologists,Interest,1.B.1.e,Enterprising,Occupational Interests,2.17
19-2043.00,Hydrologists,Interest,1.B.1.f,Conventional,Occupational Interests,4.35
19-2099.01,Remote Sensing Scientists and Technologists,Interest,1.B.1.a,Realistic,Occupational Interests,4.84
19-2099.01,Remote Sensing Scientists and Technologists,Interest,1.B.1.b,Investigative,Occupational Interests,6.04
19-2099.01,Remote Sensing Scientists and Technologists,Interest,1.B.1.c,Artistic,Occupational Interests,1.87
19-2099.01,Remote Sensing Scientists and Technologists,Interest,1.B.1.d,Social,Occupational Interests,1.31
19-2099.01,Remote Sensing Scientists and Technologists,Interest,1.B.1.e,Enterprising,Occupational Interests,1.49
19-2099.01,Remote Sensing Scientists and Technologists,Interest,1.B.1.f,Conventional,Occupational Interests,4.84
19-3011.00,Economists,Interest,1.B.1.a,Realistic,Occupational Interests,1.54
19-3011.00,Economists,Interest,1.B.1.b,Investigative,Occupational Interests,7
19-3011.00,Economists,Interest,1.B.1.c,Artistic,Occupational Interests,2.49
19-3011.00,Economists,Interest,1.B.1.d,Social,Occupational Interests,2.22
19-3011.00,Economists,Interest,1.B.1.e,Enterprising,Occupational Interests,3.8
19-3011.00,Economists,Interest,1.B.1.f,Conventional,Occupational Interests,4.34
19-3011.01,Environmental Economists,Interest,1.B.1.a,Realistic,Occupational Interests,2.74
19-3011.01,Environmental Economists,Interest,1.B.1.b,Investigative,Occupational Interests,7
19-3011.01,Environmental Economists,Interest,1.B.1.c,Artistic,Occupational Interests,2.53
19-3011.01,Environmental Economists,Interest,1.B.1.d,Social,Occupational Interests,2.28
19-3011.01,Environmental Economists,Interest,1.B.1.e,Enterprising,Occupational Interests,4.11
19-3011.01,Environmental Economists,Interest,1.B.1.f,Conventional,Occupational Interests,4.08
19-3022.00,Survey Researchers,Interest,1.B.1.a,Realistic,Occupational Interests,1.7
19-3022.00,Survey Researchers,Interest,1.B.1.b,Investigative,Occupational Interests,6.1
19-3022.00,Survey Researchers,Interest,1.B.1.c,Artistic,Occupational Interests,2.11
19-3022.00,Survey Researchers,Interest,1.B.1.d,Social,Occupational Interests,2.31
19-3022.00,Survey Researchers,Interest,1.B.1.e,Enterprising,Occupational Interests,3.05
19-3022.00,Survey Researchers,Interest,1.B.1.f,Conventional,Occupational Interests,5.46
19-3032.00,Industrial-Organizational Psychologists,Interest,1.B.1.a,Realistic,Occupational Interests,1.11
19-3032.00,Industrial-Organizational Psychologists,Interest,1.B.1.b,Investigative,Occupational Interests,5.32
19-3032.00,Industrial-Organizational Psychologists,Interest,1.B.1.c,Artistic,Occupational Interests,3.26
19-3032.00,Industrial-Organizational Psychologists,Interest,1.B.1.d,Social,Occupational Interests,4.18
19-3032.00,Industrial-Organizational Psychologists,Interest,1.B.1.e,Enterprising,Occupational Interests,4.65
19-3032.00,Industrial-Organizational Psychologists,Interest,1.B.1.f,Conventional,Occupational Interests,4.04
19-3033.00,Clinical and Counseling Psychologists,Interest,1.B.1.a,Realistic,Occupational Interests,1.07
19-3033.00,Clinical and Counseling Psychologists,Interest,1.B.1.b,Investigative,Occupational Interests,5.5
19-3033.00,Clinical and Counseling Psychologists,Interest,1.B.1.c,Artistic,Occupational Interests,3.02
19-3033.00,Clinical and Counseling Psychologists,Interest,1.B.1.d,Social,Occupational Interests,6.57
19-3033.00,Clinical and Counseling Psychologists,Interest,1.B.1.e,Enterprising,Occupational Interests,2.67
19-3033.00,Clinical and Counseling Psychologists,Interest,1.B.1.f,Conventional,Occupational Interests,3.55
19-3034.00,School Psychologists,Interest,1.B.1.a,Realistic,Occupational Interests,1
19-3034.00,School Psychologists,Interest,1.B.1.b,Investigative,Occupational Interests,5
19-3034.00,School Psychologists,Interest,1.B.1.c,Artistic,Occupational Interests,3.31
19-3034.00,School Psychologists,Interest,1.B.1.d,Social,Occupational Interests,6.77
19-3034.00,School Psychologists,Interest,1.B.1.e,Enterprising,Occupational Interests,2.82
19-3034.00,School Psychologists,Interest,1.B.1.f,Conventional,Occupational Interests,4.01
19-3039.02,Neuropsychologists,Interest,1.B.1.a,Realistic,Occupational Interests,2.67
19-3039.02,Neuropsychologists,Interest,1.B.1.b,Investigative,Occupational Interests,7
19-3039.02,Neuropsychologists,Interest,1.B.1.c,Artistic,Occupational Interests,3.26
19-3039.02,Neuropsychologists,Interest,1.B.1.d,Social,Occupational Interests,5.28
19-3039.02,Neuropsychologists,Interest,1.B.1.e,Enterprising,Occupational Interests,1.8
19-3039.02,Neuropsychologists,Interest,1.B.1.f,Conventional,Occupational Interests,3.24
19-3039.03,Clinical Neuropsychologists,Interest,1.B.1.a,Realistic,Occupational Interests,2.86
19-3039.03,Clinical Neuropsychologists,Interest,1.B.1.b,Investigative,Occupational Interests,7
19-3039.03,Clinical Neuropsychologists,Interest,1.B.1.c,Artistic,Occupational Interests,2.4
19-3039.03,Clinical Neuropsychologists,Interest,1.B.1.d,Social,Occupational Interests,5.72
19-3039.03,Clinical Neuropsychologists,Interest,1.B.1.e,Enterprising,Occupational Interests,2.11
19-3039.03,Clinical Neuropsychologists,Interest,1.B.1.f,Conventional,Occupational Interests,3.45
19-3041.00,Sociologists,Interest,1.B.1.a,Realistic,Occupational Interests,1.61
19-3041.00,Sociologists,Interest,1.B.1.b,Investigative,Occupational Interests,6.43
19-3041.00,Sociologists,Interest,1.B.1.c,Artistic,Occupational Interests,3.96
19-3041.00,Sociologists,Interest,1.B.1.d,Social,Occupational Interests,4.42
19-3041.00,Sociologists,Interest,1.B.1.e,Enterprising,Occupational Interests,3.08
19-3041.00,Sociologists,Interest,1.B.1.f,Conventional,Occupational Interests,3.57
19-3051.00,Urban and Regional Planners,Interest,1.B.1.a,Realistic,Occupational Interests,3.16
19-3051.00,Urban and Regional Planners,Interest,1.B.1.b,Investigative,Occupational Interests,5.38
19-3051.00,Urban and Regional Planners,Interest,1.B.1.c,Artistic,Occupational Interests,2.96
19-3051.00,Urban and Regional Planners,Interest,1.B.1.d,Social,Occupational Interests,3
19-3051.00,Urban and Regional Planners,Interest,1.B.1.e,Enterprising,Occupational Interests,4.53
19-3051.00,Urban and Regional Planners,Interest,1.B.1.f,Conventional,Occupational Interests,3.95
19-3091.00,Anthropologists and Archeologists,Interest,1.B.1.a,Realistic,Occupational Interests,4.55
19-3091.00,Anthropologists and Archeologists,Interest,1.B.1.b,Investigative,Occupational Interests,6.74
19-3091.00,Anthropologists and Archeologists,Interest,1.B.1.c,Artistic,Occupational Interests,3.89
19-3091.00,Anthropologists and Archeologists,Interest,1.B.1.d,Social,Occupational Interests,3.32
19-3091.00,Anthropologists and Archeologists,Interest,1.B.1.e,Enterprising,Occupational Interests,1.56
19-3091.00,Anthropologists and Archeologists,Interest,1.B.1.f,Conventional,Occupational Interests,3.54
19-3092.00,Geographers,Interest,1.B.1.a,Realistic,Occupational Interests,5.19
19-3092.00,Geographers,Interest,1.B.1.b,Investigative,Occupational Interests,6.73
19-3092.00,Geographers,Interest,1.B.1.c,Artistic,Occupational Interests,3.7
19-3092.00,Geographers,Interest,1.B.1.d,Social,Occupational Interests,2.69
19-3092.00,Geographers,Interest,1.B.1.e,Enterprising,Occupational Interests,2.15
19-3092.00,Geographers,Interest,1.B.1.f,Conventional,Occupational Interests,3.71
19-3093.00,Historians,Interest,1.B.1.a,Realistic,Occupational Interests,2.42
19-3093.00,Historians,Interest,1.B.1.b,Investigative,Occupational Interests,5.19
19-3093.00,Historians,Interest,1.B.1.c,Artistic,Occupational Interests,3.61
19-3093.00,Historians,Interest,1.B.1.d,Social,Occupational Interests,3.21
19-3093.00,Historians,Interest,1.B.1.e,Enterprising,Occupational Interests,2.4
19-3093.00,Historians,Interest,1.B.1.f,Conventional,Occupational Interests,4.97
19-3094.00,Political Scientists,Interest,1.B.1.a,Realistic,Occupational Interests,1
19-3094.00,Political Scientists,Interest,1.B.1.b,Investigative,Occupational Interests,6.62
19-3094.00,Political Scientists,Interest,1.B.1.c,Artistic,Occupational Interests,3.78
19-3094.00,Political Scientists,Interest,1.B.1.d,Social,Occupational Interests,3.47
19-3094.00,Political Scientists,Interest,1.B.1.e,Enterprising,Occupational Interests,3.7
19-3094.00,Political Scientists,Interest,1.B.1.f,Conventional,Occupational Interests,3.6
19-3099.01,Transportation Planners,Interest,1.B.1.a,Realistic,Occupational Interests,3.2
19-3099.01,Transportation Planners,Interest,1.B.1.b,Investigative,Occupational Interests,5.5
19-3099.01,Transportation Planners,Interest,1.B.1.c,Artistic,Occupational Interests,2.18
19-3099.01,Transportation Planners,Interest,1.B.1.d,Social,Occupational Interests,2.05
19-3099.01,Transportation Planners,Interest,1.B.1.e,Enterprising,Occupational Interests,3.21
19-3099.01,Transportation Planners,Interest,1.B.1.f,Conventional,Occupational Interests,4.69
19-4012.00,Agricultural Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,6.28
19-4012.00,Agricultural Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.96
19-4012.00,Agricultural Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1
19-4012.00,Agricultural Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.56
19-4012.00,Agricultural Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.8
19-4012.00,Agricultural Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,4.64
19-4012.01,Precision Agriculture Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,6.55
19-4012.01,Precision Agriculture Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,5.5
19-4012.01,Precision Agriculture Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1.17
19-4012.01,Precision Agriculture Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.44
19-4012.01,Precision Agriculture Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,2.15
19-4012.01,Precision Agriculture Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,4.82
19-4013.00,Food Science Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.56
19-4013.00,Food Science Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.55
19-4013.00,Food Science Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1.37
19-4013.00,Food Science Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.67
19-4013.00,Food Science Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.8
19-4013.00,Food Science Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.07
19-4021.00,Biological Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.6
19-4021.00,Biological Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,5.57
19-4021.00,Biological Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1.24
19-4021.00,Biological Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.98
19-4021.00,Biological Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.18
19-4021.00,Biological Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.37
19-4031.00,Chemical Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.44
19-4031.00,Chemical Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,5.88
19-4031.00,Chemical Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1.57
19-4031.00,Chemical Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.72
19-4031.00,Chemical Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.02
19-4031.00,Chemical Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.07
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Interest,1.B.1.a,Realistic,Occupational Interests,5.53
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Interest,1.B.1.b,Investigative,Occupational Interests,5.57
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Interest,1.B.1.c,Artistic,Occupational Interests,1.13
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Interest,1.B.1.d,Social,Occupational Interests,2.07
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Interest,1.B.1.e,Enterprising,Occupational Interests,1.47
19-4042.00,"Environmental Science and Protection Technicians, Including Health",Interest,1.B.1.f,Conventional,Occupational Interests,4.91
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Interest,1.B.1.a,Realistic,Occupational Interests,5.59
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Interest,1.B.1.b,Investigative,Occupational Interests,5.18
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Interest,1.B.1.c,Artistic,Occupational Interests,1.28
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Interest,1.B.1.d,Social,Occupational Interests,1.47
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Interest,1.B.1.e,Enterprising,Occupational Interests,1.11
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Interest,1.B.1.f,Conventional,Occupational Interests,5.34
19-4044.00,Hydrologic Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.55
19-4044.00,Hydrologic Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.96
19-4044.00,Hydrologic Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1
19-4044.00,Hydrologic Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.53
19-4044.00,Hydrologic Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.41
19-4044.00,Hydrologic Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.33
19-4051.00,Nuclear Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.75
19-4051.00,Nuclear Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.57
19-4051.00,Nuclear Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1
19-4051.00,Nuclear Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.83
19-4051.00,Nuclear Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,2.26
19-4051.00,Nuclear Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.07
19-4051.02,Nuclear Monitoring Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,6.12
19-4051.02,Nuclear Monitoring Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.32
19-4051.02,Nuclear Monitoring Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1
19-4051.02,Nuclear Monitoring Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.85
19-4051.02,Nuclear Monitoring Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.67
19-4051.02,Nuclear Monitoring Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.52
19-4061.00,Social Science Research Assistants,Interest,1.B.1.a,Realistic,Occupational Interests,2.48
19-4061.00,Social Science Research Assistants,Interest,1.B.1.b,Investigative,Occupational Interests,6
19-4061.00,Social Science Research Assistants,Interest,1.B.1.c,Artistic,Occupational Interests,2.05
19-4061.00,Social Science Research Assistants,Interest,1.B.1.d,Social,Occupational Interests,2.76
19-4061.00,Social Science Research Assistants,Interest,1.B.1.e,Enterprising,Occupational Interests,2.35
19-4061.00,Social Science Research Assistants,Interest,1.B.1.f,Conventional,Occupational Interests,5.78
19-4071.00,Forest and Conservation Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,6.53
19-4071.00,Forest and Conservation Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.39
19-4071.00,Forest and Conservation Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1
19-4071.00,Forest and Conservation Technicians,Interest,1.B.1.d,Social,Occupational Interests,2.82
19-4071.00,Forest and Conservation Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,2.46
19-4071.00,Forest and Conservation Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,4.7
19-4092.00,Forensic Science Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.03
19-4092.00,Forensic Science Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,6.11
19-4092.00,Forensic Science Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1.8
19-4092.00,Forensic Science Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.69
19-4092.00,Forensic Science Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.71
19-4092.00,Forensic Science Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.04
19-4099.01,Quality Control Analysts,Interest,1.B.1.a,Realistic,Occupational Interests,4.06
19-4099.01,Quality Control Analysts,Interest,1.B.1.b,Investigative,Occupational Interests,4.96
19-4099.01,Quality Control Analysts,Interest,1.B.1.c,Artistic,Occupational Interests,1.12
19-4099.01,Quality Control Analysts,Interest,1.B.1.d,Social,Occupational Interests,1.19
19-4099.01,Quality Control Analysts,Interest,1.B.1.e,Enterprising,Occupational Interests,2.42
19-4099.01,Quality Control Analysts,Interest,1.B.1.f,Conventional,Occupational Interests,5.83
19-4099.03,Remote Sensing Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.16
19-4099.03,Remote Sensing Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.67
19-4099.03,Remote Sensing Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,2.03
19-4099.03,Remote Sensing Technicians,Interest,1.B.1.d,Social,Occupational Interests,1.47
19-4099.03,Remote Sensing Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,1.67
19-4099.03,Remote Sensing Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.16
19-5011.00,Occupational Health and Safety Specialists,Interest,1.B.1.a,Realistic,Occupational Interests,4.62
19-5011.00,Occupational Health and Safety Specialists,Interest,1.B.1.b,Investigative,Occupational Interests,4.99
19-5011.00,Occupational Health and Safety Specialists,Interest,1.B.1.c,Artistic,Occupational Interests,1.2
19-5011.00,Occupational Health and Safety Specialists,Interest,1.B.1.d,Social,Occupational Interests,3.37
19-5011.00,Occupational Health and Safety Specialists,Interest,1.B.1.e,Enterprising,Occupational Interests,3.11
19-5011.00,Occupational Health and Safety Specialists,Interest,1.B.1.f,Conventional,Occupational Interests,4.81
19-5012.00,Occupational Health and Safety Technicians,Interest,1.B.1.a,Realistic,Occupational Interests,5.37
19-5012.00,Occupational Health and Safety Technicians,Interest,1.B.1.b,Investigative,Occupational Interests,4.92
19-5012.00,Occupational Health and Safety Technicians,Interest,1.B.1.c,Artistic,Occupational Interests,1
19-5012.00,Occupational Health and Safety Technicians,Interest,1.B.1.d,Social,Occupational Interests,3.01
19-5012.00,Occupational Health and Safety Technicians,Interest,1.B.1.e,Enterprising,Occupational Interests,2.74
19-5012.00,Occupational Health and Safety Technicians,Interest,1.B.1.f,Conventional,Occupational Interests,5.29
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Interest,1.B.1.a,Realistic,Occupational Interests,1.62
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Interest,1.B.1.b,Investigative,Occupational Interests,3.8
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Interest,1.B.1.c,Artistic,Occupational Interests,2.37
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Interest,1.B.1.d,Social,Occupational Interests,6.65
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Interest,1.B.1.e,Enterprising,Occupational Interests,2.73
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Interest,1.B.1.f,Conventional,Occupational Interests,3.65
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Interest,1.B.1.a,Realistic,Occupational Interests,1
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Interest,1.B.1.b,Investigative,Occupational Interests,3.31
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Interest,1.B.1.c,Artistic,Occupational Interests,3.42
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Interest,1.B.1.d,Social,Occupational Interests,7
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Interest,1.B.1.e,Enterprising,Occupational Interests,4.21
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Interest,1.B.1.f,Conventional,Occupational Interests,3.38
21-1013.00,Marriage and Family Therapists,Interest,1.B.1.a,Realistic,Occupational Interests,1.49
21-1013.00,Marriage and Family Therapists,Interest,1.B.1.b,Investigative,Occupational Interests,5.25
21-1013.00,Marriage and Family Therapists,Interest,1.B.1.c,Artistic,Occupational Interests,3.58
21-1013.00,Marriage and Family Therapists,Interest,1.B.1.d,Social,Occupational Interests,6.32
21-1013.00,Marriage and Family Therapists,Interest,1.B.1.e,Enterprising,Occupational Interests,1.86
21-1013.00,Marriage and Family Therapists,Interest,1.B.1.f,Conventional,Occupational Interests,2.83
21-1014.00,Mental Health Counselors,Interest,1.B.1.a,Realistic,Occupational Interests,1.32
21-1014.00,Mental Health Counselors,Interest,1.B.1.b,Investigative,Occupational Interests,4.44
21-1014.00,Mental Health Counselors,Interest,1.B.1.c,Artistic,Occupational Interests,3.06
21-1014.00,Mental Health Counselors,Interest,1.B.1.d,Social,Occupational Interests,6.76
21-1014.00,Mental Health Counselors,Interest,1.B.1.e,Enterprising,Occupational Interests,2.91
21-1014.00,Mental Health Counselors,Interest,1.B.1.f,Conventional,Occupational Interests,3.45
21-1015.00,Rehabilitation Counselors,Interest,1.B.1.a,Realistic,Occupational Interests,1.23
21-1015.00,Rehabilitation Counselors,Interest,1.B.1.b,Investigative,Occupational Interests,3.26
21-1015.00,Rehabilitation Counselors,Interest,1.B.1.c,Artistic,Occupational Interests,2.99
21-1015.00,Rehabilitation Counselors,Interest,1.B.1.d,Social,Occupational Interests,6.81
21-1015.00,Rehabilitation Counselors,Interest,1.B.1.e,Enterprising,Occupational Interests,3.56
21-1015.00,Rehabilitation Counselors,Interest,1.B.1.f,Conventional,Occupational Interests,3.26
21-1021.00,"Child, Family, and School Social Workers",Interest,1.B.1.a,Realistic,Occupational Interests,1.7
21-1021.00,"Child, Family, and School Social Workers",Interest,1.B.1.b,Investigative,Occupational Interests,3.32
21-1021.00,"Child, Family, and School Social Workers",Interest,1.B.1.c,Artistic,Occupational Interests,2.9
21-1021.00,"Child, Family, and School Social Workers",Interest,1.B.1.d,Social,Occupational Interests,6.85
21-1021.00,"Child, Family, and School Social Workers",Interest,1.B.1.e,Enterprising,Occupational Interests,2.93
21-1021.00,"Child, Family, and School Social Workers",Interest,1.B.1.f,Conventional,Occupational Interests,3.57
21-1022.00,Healthcare Social Workers,Interest,1.B.1.a,Realistic,Occupational Interests,1.97
21-1022.00,Healthcare Social Workers,Interest,1.B.1.b,Investigative,Occupational Interests,4.24
21-1022.00,Healthcare Social Workers,Interest,1.B.1.c,Artistic,Occupational Interests,2.33
21-1022.00,Healthcare Social Workers,Interest,1.B.1.d,Social,Occupational Interests,6.92
21-1022.00,Healthcare Social Workers,Interest,1.B.1.e,Enterprising,Occupational Interests,2.53
21-1022.00,Healthcare Social Workers,Interest,1.B.1.f,Conventional,Occupational Interests,3.06
21-1023.00,Mental Health and Substance Abuse Social Workers,Interest,1.B.1.a,Realistic,Occupational Interests,1.72
21-1023.00,Mental Health and Substance Abuse Social Workers,Interest,1.B.1.b,Investigative,Occupational Interests,4.08
21-1023.00,Mental Health and Substance Abuse Social Workers,Interest,1.B.1.c,Artistic,Occupational Interests,2.78
21-1023.00,Mental Health and Substance Abuse Social Workers,Interest,1.B.1.d,Social,Occupational Interests,6.96
21-1023.00,Mental Health and Substance Abuse Social Workers,Interest,1.B.1.e,Enterprising,Occupational Interests,2.42
21-1023.00,Mental Health and Substance Abuse Social Workers,Interest,1.B.1.f,Conventional,Occupational Interests,3.05
21-1091.00,Health Education Specialists,Interest,1.B.1.a,Realistic,Occupational Interests,1.64
21-1091.00,Health Education Specialists,Interest,1.B.1.b,Investigative,Occupational Interests,5.3
21-1091.00,Health Education Specialists,Interest,1.B.1.c,Artistic,Occupational Interests,2.53
21-1091.00,Health Education Specialists,Interest,1.B.1.d,Social,Occupational Interests,6.16
21-1091.00,Health Education Specialists,Interest,1.B.1.e,Enterprising,Occupational Interests,3.2
21-1091.00,Health Education Specialists,Interest,1.B.1.f,Conventional,Occupational Interests,3.98
21-1092.00,Probation Officers and Correctional Treatment Specialists,Interest,1.B.1.a,Realistic,Occupational Interests,2.24
21-1092.00,Probation Officers and Correctional Treatment Specialists,Interest,1.B.1.b,Investigative,Occupational Interests,3.47
21-1092.00,Probation Officers and Correctional Treatment Specialists,Interest,1.B.1.c,Artistic,Occupational Interests,2.2
21-1092.00,Probation Officers and Correctional Treatment Specialists,Interest,1.B.1.d,Social,Occupational Interests,5.63
21-1092.00,Probation Officers and Correctional Treatment Specialists,Interest,1.B.1.e,Enterprising,Occupational Interests,3.9
21-1092.00,Probation Officers and Correctional Treatment Specialists,Interest,1.B.1.f,Conventional,Occupational Interests,4.11
21-1093.00,Social and Human Service Assistants,Interest,1.B.1.a,Realistic,Occupational Interests,1.26
21-1093.00,Social and Human Service Assistants,Interest,1.B.1.b,Investigative,Occupational Interests,2.8
21-1093.00,Social and Human Service Assistants,Interest,1.B.1.c,Artistic,Occupational Interests,1.97
21-1093.00,Social and Human Service Assistants,Interest,1.B.1.d,Social,Occupational Interests,6.1
21-1093.00,Social and Human Service Assistants,Interest,1.B.1.e,Enterprising,Occupational Interests,3.59
21-1093.00,Social and Human Service Assistants,Interest,1.B.1.f,Conventional,Occupational Interests,4.55
21-1094.00,Community Health Workers,Interest,1.B.1.a,Realistic,Occupational Interests,1.94
21-1094.00,Community Health Workers,Interest,1.B.1.b,Investigative,Occupational Interests,3.49
21-1094.00,Community Health Workers,Interest,1.B.1.c,Artistic,Occupational Interests,2.24
21-1094.00,Community Health Workers,Interest,1.B.1.d,Social,Occupational Interests,6.58
21-1094.00,Community Health Workers,Interest,1.B.1.e,Enterprising,Occupational Interests,3.5
21-1094.00,Community Health Workers,Interest,1.B.1.f,Conventional,Occupational Interests,3.36
21-2011.00,Clergy,Interest,1.B.1.a,Realistic,Occupational Interests,2.11
21-2011.00,Clergy,Interest,1.B.1.b,Investigative,Occupational Interests,2.14
21-2011.00,Clergy,Interest,1.B.1.c,Artistic,Occupational Interests,3.48
21-2011.00,Clergy,Interest,1.B.1.d,Social,Occupational Interests,5.88
21-2011.00,Clergy,Interest,1.B.1.e,Enterprising,Occupational Interests,4.18
21-2011.00,Clergy,Interest,1.B.1.f,Conventional,Occupational Interests,2.83
21-2021.00,"Directors, Religious Activities and Education",Interest,1.B.1.a,Realistic,Occupational Interests,1
21-2021.00,"Directors, Religious Activities and Education",Interest,1.B.1.b,Investigative,Occupational Interests,2.84
21-2021.00,"Directors, Religious Activities and Education",Interest,1.B.1.c,Artistic,Occupational Interests,3.43
21-2021.00,"Directors, Religious Activities and Education",Interest,1.B.1.d,Social,Occupational Interests,6.98
21-2021.00,"Directors, Religious Activities and Education",Interest,1.B.1.e,Enterprising,Occupational Interests,6.05
21-2021.00,"Directors, Religious Activities and Education",Interest,1.B.1.f,Conventional,Occupational Interests,3.22
23-1011.00,Lawyers,Interest,1.B.1.a,Realistic,Occupational Interests,1.17
23-1011.00,Lawyers,Interest,1.B.1.b,Investigative,Occupational Interests,4.52
23-1011.00,Lawyers,Interest,1.B.1.c,Artistic,Occupational Interests,2.32
23-1011.00,Lawyers,Interest,1.B.1.d,Social,Occupational Interests,3.45
23-1011.00,Lawyers,Interest,1.B.1.e,Enterprising,Occupational Interests,5.54
23-1011.00,Lawyers,Interest,1.B.1.f,Conventional,Occupational Interests,4.54
23-1012.00,Judicial Law Clerks,Interest,1.B.1.a,Realistic,Occupational Interests,1.63
